Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%
Australia,AUS,1990,7.1,19.859999,54.320004,18.74
Australia,AUS,1991,7.1,22.58,51.64,18.68
Australia,AUS,1992,6.9,22.400002,51.63,19.07
Australia,AUS,1993,7.24,22.669998,51.370003,18.72
Australia,AUS,1994,7.68,22.74,51.09,18.49
Australia,AUS,1995,7.93,23,50.64,18.42
Australia,AUS,1996,8.35,22.64,50.370003,18.64
Australia,AUS,1997,8.36,22.63,50.68,18.33
Australia,AUS,1998,8.19,22.93,50.700005,18.17
Australia,AUS,1999,8.35,22.82,50.84,17.98
Australia,AUS,2000,9.1,22.92,50.08,17.9
Australia,AUS,2001,9.04,22.759998,49.63,18.58
Australia,AUS,2002,9.43,23.25,49.67,17.65
Australia,AUS,2003,9.51,23.14,49.28,18.09
Australia,AUS,2004,10.31,23.28,48.45,17.96
Australia,AUS,2005,10.64,23.44,48.44,17.49
Australia,AUS,2006,10.21,23.77,48.49,17.53
Australia,AUS,2007,11.01,23.3,47.88,17.81
Australia,AUS,2008,10.62,23.77,48.370003,17.24
Australia,AUS,2009,11.14,24.150002,47.13,17.59
Australia,AUS,2010,10.92,24.1,47.39,17.58
Australia,AUS,2011,10.97,24.259998,47.07,17.7
Australia,AUS,2012,10.65,24.45,47.28,17.62
Australia,AUS,2013,11.36,24.169998,47.16,17.31
Australia,AUS,2014,10.84,24.12,47.59,17.45
Australia,AUS,2015,10.39,24.250002,48.25,17.1
Australia,AUS,2016,9.86,24.03,48.73,17.39
Australia,AUS,2017,10.19,24.29,48.26,17.26
Australia,AUS,2018,10.2,23.95,48.14,17.71
Australia,AUS,2022,10.84,22.77,49.38,17.01
Australia,AUS,2023,9.97,23,49.85,17.17
Austria,AUT,2004,11.2,22.06,42.86,23.89
Austria,AUT,2005,11.04,23.66,42.289997,23.01
Austria,AUT,2006,13.08,23.6,41.260002,22.07
Austria,AUT,2007,11.25,23.27,42.66,22.81
Austria,AUT,2008,12.13,22.69,42.25,22.94
Austria,AUT,2009,11.25,22.750002,43.09,22.92
Austria,AUT,2010,11.11,22.830002,43.1,22.96
Austria,AUT,2011,11,22.21,43.42,23.36
Austria,AUT,2012,8.15,23.09,44.64,24.13
Austria,AUT,2013,8.82,22.62,44.25,24.32
Austria,AUT,2014,10.85,22.43,43.12,23.59
Austria,AUT,2015,9.94,22.660002,43.77,23.62
Austria,AUT,2016,10.88,22.61,43.1,23.41
Austria,AUT,2022,13.09,22.63,41.100002,23.18
Austria,AUT,2023,11.35,23.09,41.93,23.64
Azerbaijan,AZE,1995,15.81,26.460001,41.49,16.24
Azerbaijan,AZE,2002,13.41,23.24,40.19,23.15
Azerbaijan,AZE,2003,12.82,23.31,40.79,23.09
Azerbaijan,AZE,2004,13.83,23.13,39.51,23.53
Azerbaijan,AZE,2022,13.58,23.26,39.78,23.37
Azerbaijan,AZE,2023,13.45,23.3,39.85,23.4
Bahamas,BHS,2022,17.87,33.94,37.81,10.37
Bahamas,BHS,2023,17.87,33.94,37.81,10.37
Bahrain,BHR,1995,21.88,33.93,32.23,11.96
Bahrain,BHR,2005,24.16,35,30.52,10.32
Bahrain,BHR,2015,25.97,31.490002,31.18,11.35
Bahrain,BHR,2022,25.47,31.7,31.41,11.42
Bahrain,BHR,2023,25.19,31.82,31.52,11.47
Bangladesh,BGD,1983,11.71,24.150002,42.25,21.89
Bangladesh,BGD,1985,13.28,25.02,40.65,21.04
Bangladesh,BGD,1988,14.13,25.560001,40.239998,20.07
Bangladesh,BGD,1991,12.32,25.32,41.54,20.83
Bangladesh,BGD,1995,16.88,27.4,37.81,17.9
Bangladesh,BGD,2000,16.18,27.57,38.7,17.55
Bangladesh,BGD,2005,16.62,28.41,38.3,16.67
Bangladesh,BGD,2010,16.38,26.640001,39.19,17.79
Bangladesh,BGD,2016,16.41,25.42,39.25,18.92
Bangladesh,BGD,2022,16.53,25.400002,39.2,18.87
Bangladesh,BGD,2023,16.01,25.749998,39.309998,18.93
Barbados,BRB,1980,23.75,32.190002,35.870003,8.19
Barbados,BRB,1981,23.64,32.29,35.9,8.16
Barbados,BRB,1982,23.53,32.4,35.94,8.13
Barbados,BRB,1983,23.42,32.51,35.969997,8.1
Barbados,BRB,1984,23.31,32.61,36.01,8.07
Barbados,BRB,1985,23.19,32.73,36.039997,8.03
Barbados,BRB,1986,23.07,32.85,36.09,8
Barbados,BRB,1987,22.95,32.960003,36.12,7.96
Barbados,BRB,1988,22.83,33.08,36.16,7.93
Barbados,BRB,1989,22.71,33.21,36.210003,7.86
Barbados,BRB,1990,22.58,33.34,36.26,7.83
Barbados,BRB,1991,22.57,33.23,36.3,7.89
Barbados,BRB,1992,22.55,33.149998,36.37,7.93
Barbados,BRB,1993,22.54,33.059998,36.44,7.97
Barbados,BRB,1994,22.53,32.969997,36.489998,8
Barbados,BRB,1995,22.52,32.879997,36.559998,8.04
Barbados,BRB,1996,22.51,32.8,36.62,8.07
Barbados,BRB,1997,22.5,32.710003,36.68,8.11
Barbados,BRB,1998,22.49,32.63,36.73,8.14
Barbados,BRB,1999,22.48,32.55,36.8,8.18
Barbados,BRB,2000,22.47,32.47,36.86,8.21
Barbados,BRB,2001,22.31,32.460003,36.98,8.26
Barbados,BRB,2002,22.16,32.440002,37.09,8.3
Barbados,BRB,2003,22.02,32.43,37.22,8.35
Barbados,BRB,2004,21.89,32.41,37.31,8.39
Barbados,BRB,2005,21.76,32.4,37.41,8.43
Barbados,BRB,2006,21.64,32.39,37.5,8.46
Barbados,BRB,2007,21.53,32.370003,37.6,8.5
Barbados,BRB,2008,21.42,32.36,37.69,8.53
Barbados,BRB,2009,21.31,32.350002,37.77,8.57
Barbados,BRB,2010,21.21,32.34,37.86,8.6
Barbados,BRB,2011,21.2,31.830002,37.8,9.17
Barbados,BRB,2012,21.2,31.32,37.75,9.74
Barbados,BRB,2013,21.2,30.8,37.69,10.3
Barbados,BRB,2014,21.2,30.3,37.65,10.86
Barbados,BRB,2015,21.19,29.800001,37.59,11.41
Barbados,BRB,2016,21.19,29.300001,37.55,11.97
Barbados,BRB,2017,21.19,28.8,37.49,12.51
Barbados,BRB,2018,21.18,28.32,37.44,13.06
Barbados,BRB,2019,21.18,27.83,37.41,13.6
Barbados,BRB,2020,21.2,27.37,37.38,14.06
Barbados,BRB,2021,21.2,27.37,37.38,14.06
Barbados,BRB,2022,21.2,27.37,37.38,14.06
Barbados,BRB,2023,21.2,27.37,37.38,14.06
Belarus,BLR,1993,8.25,20.24,42.78,28.73
Belarus,BLR,1995,12.12,21.46,43.19,23.23
Belarus,BLR,1999,11.77,24.349998,43.52,20.36
Belarus,BLR,2000,12.17,24.02,42.989998,20.82
Belarus,BLR,2001,11.61,23.55,42.82,22.01
Belarus,BLR,2002,11.72,23.4,42.64,22.24
Belarus,BLR,2003,10.34,23.25,43.56,22.84
Belarus,BLR,2004,9.68,22.759998,43.7,23.86
Belarus,BLR,2005,9.75,22.91,43.81,23.53
Belarus,BLR,2006,9.94,22.88,43.62,23.55
Belarus,BLR,2007,11.8,23.39,42.64,22.16
Belarus,BLR,2008,11.53,22.92,43.059998,22.48
Belarus,BLR,2009,11.13,22.91,42.67,23.28
Belarus,BLR,2010,9.69,23.710001,43.35,23.25
Belarus,BLR,2011,12.14,23.34,43,21.51
Belarus,BLR,2012,11.33,22.63,42.84,23.2
Belarus,BLR,2013,10.03,21.67,42.78,25.52
Belarus,BLR,2014,10.35,22.43,42.48,24.74
Belarus,BLR,2015,8.71,22.26,43.489998,25.54
Belarus,BLR,2016,9.2,22.19,43.059998,25.55
Belarus,BLR,2017,9.86,22,43.05,25.1
Belarus,BLR,2018,9.58,22.130001,42.789997,25.51
Belarus,BLR,2022,9.26,22.3,43,25.44
Belarus,BLR,2023,9.25,22.3,43,25.45
Belgium,BEL,1985,7.53,24.339998,46.73,21.4
Belgium,BEL,1988,9.05,24.99,45.49,20.47
Belgium,BEL,1991,7.88,24.59,46.219997,21.31
Belgium,BEL,1992,7.61,24.42,46.84,21.14
Belgium,BEL,1993,7.58,24.51,46.63,21.27
Belgium,BEL,1994,8.23,24.83,46.18,20.76
Belgium,BEL,1995,8.1,24.41,46.42,21.07
Belgium,BEL,1996,8.39,24.519999,46.38,20.71
Belgium,BEL,1997,8.27,24.39,46.43,20.91
Belgium,BEL,1998,8.14,24.45,46.99,20.43
Belgium,BEL,1999,8.18,24.349998,46.8,20.67
Belgium,BEL,2000,8.23,24.41,47.34,20.03
Belgium,BEL,2001,7.99,24.240002,47.440002,20.33
Belgium,BEL,2002,7.67,23.87,47.77,20.7
Belgium,BEL,2003,7.68,23.87,48.32,20.13
Belgium,BEL,2004,8.61,23.47,47.27,20.65
Belgium,BEL,2005,8.44,23.289999,47.28,20.99
Belgium,BEL,2006,8.64,23.43,46.87,21.07
Belgium,BEL,2007,9.42,23.51,46,21.07
Belgium,BEL,2008,8.43,22.91,46.62,22.04
Belgium,BEL,2009,7.44,23.23,47.52,21.81
Belgium,BEL,2010,7.6,23.53,47.65,21.22
Belgium,BEL,2011,7.9,23.08,47.41,21.61
Belgium,BEL,2012,8.24,23.199999,47.43,21.13
Belgium,BEL,2013,8.21,23.32,47.04,21.43
Belgium,BEL,2014,8.39,23.53,47.13,20.95
Belgium,BEL,2015,8.5,23.37,47.19,20.95
Belgium,BEL,2016,8.69,23.41,46.61,21.3
Belgium,BEL,2017,8.5,23.26,46.84,21.39
Belgium,BEL,2022,8.4,23.93,46.17,21.51
Belgium,BEL,2023,8.45,23.92,46.129997,21.5
Belize,BLZ,2022,17.87,33.94,37.81,10.37
Belize,BLZ,2023,17.87,33.94,37.81,10.37
Benin,BEN,2003,15.99,32.07,36.87,15.05
Benin,BEN,2011,15.15,36.16,35.81,12.88
Benin,BEN,2015,17.5,37.22,33.809998,11.47
Benin,BEN,2022,12.64,30.36,39.94,17.05
Benin,BEN,2023,12.64,30.36,39.94,17.05
Bermuda,BMU,1980,8.81,26.359999,43.239998,21.6
Bermuda,BMU,1981,8.95,26.31,43.18,21.56
Bermuda,BMU,1982,9.1,26.249998,43.14,21.51
Bermuda,BMU,1983,9.25,26.199999,43.079998,21.47
Bermuda,BMU,1984,9.4,26.140001,43.04,21.43
Bermuda,BMU,1985,9.55,26.089998,42.98,21.38
Bermuda,BMU,1986,9.71,26.03,42.92,21.33
Bermuda,BMU,1987,9.87,25.97,42.87,21.29
Bermuda,BMU,1988,10.03,25.92,42.809998,21.24
Bermuda,BMU,1989,10.2,25.85,42.76,21.19
Bermuda,BMU,1990,10.37,25.79,42.69,21.14
Bermuda,BMU,1991,10.65,25.82,42.39,21.14
Bermuda,BMU,1992,10.91,25.87,42.1,21.13
Bermuda,BMU,1993,11.17,25.9,41.79,21.13
Bermuda,BMU,1994,11.42,25.929998,41.52,21.12
Bermuda,BMU,1995,11.66,25.97,41.260002,21.12
Bermuda,BMU,1996,11.89,25.999998,40.99,21.12
Bermuda,BMU,1997,12.12,26.03,40.73,21.11
Bermuda,BMU,1998,12.34,26.06,40.49,21.11
Bermuda,BMU,1999,12.55,26.089998,40.239998,21.11
Bermuda,BMU,2000,12.76,26.12,40.02,21.1
Bermuda,BMU,2001,13.14,26.62,39.6,20.65
Bermuda,BMU,2002,13.51,27.1,39.19,20.2
Bermuda,BMU,2003,13.88,27.57,38.789997,19.76
Bermuda,BMU,2004,14.23,28.04,38.4,19.33
Bermuda,BMU,2005,14.58,28.490002,38.02,18.92
Bermuda,BMU,2006,14.92,28.929998,37.65,18.51
Bermuda,BMU,2007,15.25,29.37,37.27,18.11
Bermuda,BMU,2008,15.57,29.789999,36.91,17.72
Bermuda,BMU,2009,15.89,30.199999,36.57,17.34
Bermuda,BMU,2010,16.2,30.61,36.219997,16.97
Bermuda,BMU,2011,16.18,30.83,36.129997,16.86
Bermuda,BMU,2012,16.16,31.029999,36.039997,16.76
Bermuda,BMU,2013,16.14,31.23,35.95,16.67
Bermuda,BMU,2014,16.12,31.42,35.89,16.58
Bermuda,BMU,2015,16.11,31.59,35.789997,16.5
Bermuda,BMU,2016,16.09,31.77,35.73,16.42
Bermuda,BMU,2017,16.07,31.93,35.66,16.34
Bermuda,BMU,2018,16.06,32.09,35.600002,16.26
Bermuda,BMU,2019,16.05,32.23,35.530003,16.19
Bermuda,BMU,2020,16.03,32.38,35.460003,16.12
Bermuda,BMU,2021,16.03,32.38,35.460003,16.12
Bermuda,BMU,2022,16.03,32.38,35.460003,16.12
Bermuda,BMU,2023,16.03,32.38,35.460003,16.12
Bhutan,BTN,2003,17.93,30.99,37.760002,13.32
Bhutan,BTN,2007,15.8,28.960001,40.2,15.05
Bhutan,BTN,2012,18.69,28.68,37.58,15.05
Bhutan,BTN,2017,15.71,27.09,41.100002,16.11
Bhutan,BTN,2022,13.93,27.669998,41.940002,16.45
Bhutan,BTN,2023,13.96,27.61,41.98,16.46
Bolivia,BOL,2022,17.87,33.94,37.81,10.37
Bolivia,BOL,2023,17.87,33.94,37.81,10.37
Bonaire Sint Eustatius and Saba,BES,1980,23.75,32.190002,35.870003,8.19
Bonaire Sint Eustatius and Saba,BES,1981,23.64,32.29,35.9,8.16
Bonaire Sint Eustatius and Saba,BES,1982,23.53,32.4,35.94,8.13
Bonaire Sint Eustatius and Saba,BES,1983,23.42,32.51,35.969997,8.1
Bonaire Sint Eustatius and Saba,BES,1984,23.31,32.61,36.01,8.07
Bonaire Sint Eustatius and Saba,BES,1985,23.19,32.73,36.039997,8.03
Bonaire Sint Eustatius and Saba,BES,1986,23.07,32.85,36.09,8
Bonaire Sint Eustatius and Saba,BES,1987,22.95,32.960003,36.12,7.96
Bonaire Sint Eustatius and Saba,BES,1988,22.83,33.08,36.16,7.93
Bonaire Sint Eustatius and Saba,BES,1989,22.71,33.21,36.210003,7.86
Bonaire Sint Eustatius and Saba,BES,1990,22.58,33.34,36.26,7.83
Bonaire Sint Eustatius and Saba,BES,1991,22.57,33.23,36.3,7.89
Bonaire Sint Eustatius and Saba,BES,1992,22.55,33.149998,36.37,7.93
Bonaire Sint Eustatius and Saba,BES,1993,22.54,33.059998,36.44,7.97
Bonaire Sint Eustatius and Saba,BES,1994,22.53,32.969997,36.489998,8
Bonaire Sint Eustatius and Saba,BES,1995,22.52,32.879997,36.559998,8.04
Bonaire Sint Eustatius and Saba,BES,1996,22.51,32.8,36.62,8.07
Bonaire Sint Eustatius and Saba,BES,1997,22.5,32.710003,36.68,8.11
Bonaire Sint Eustatius and Saba,BES,1998,22.49,32.63,36.73,8.14
Bonaire Sint Eustatius and Saba,BES,1999,22.48,32.55,36.8,8.18
Bonaire Sint Eustatius and Saba,BES,2000,22.47,32.47,36.86,8.21
Bonaire Sint Eustatius and Saba,BES,2001,22.31,32.460003,36.98,8.26
Bonaire Sint Eustatius and Saba,BES,2002,22.16,32.440002,37.09,8.3
Bonaire Sint Eustatius and Saba,BES,2003,22.02,32.43,37.22,8.35
Bonaire Sint Eustatius and Saba,BES,2004,21.89,32.41,37.31,8.39
Bonaire Sint Eustatius and Saba,BES,2005,21.76,32.4,37.41,8.43
Bonaire Sint Eustatius and Saba,BES,2006,21.64,32.39,37.5,8.46
Bonaire Sint Eustatius and Saba,BES,2007,21.53,32.370003,37.6,8.5
Bonaire Sint Eustatius and Saba,BES,2008,21.42,32.36,37.69,8.53
Bonaire Sint Eustatius and Saba,BES,2009,21.31,32.350002,37.77,8.57
Bonaire Sint Eustatius and Saba,BES,2010,21.21,32.34,37.86,8.6
Bonaire Sint Eustatius and Saba,BES,2011,21.2,31.830002,37.8,9.17
Bonaire Sint Eustatius and Saba,BES,2012,21.2,31.32,37.75,9.74
Bonaire Sint Eustatius and Saba,BES,2013,21.2,30.8,37.69,10.3
Bonaire Sint Eustatius and Saba,BES,2014,21.2,30.3,37.65,10.86
Bonaire Sint Eustatius and Saba,BES,2015,21.19,29.800001,37.59,11.41
Bonaire Sint Eustatius and Saba,BES,2016,21.19,29.300001,37.55,11.97
Bonaire Sint Eustatius and Saba,BES,2017,21.19,28.8,37.49,12.51
Bonaire Sint Eustatius and Saba,BES,2018,21.18,28.32,37.44,13.06
Bonaire Sint Eustatius and Saba,BES,2019,21.18,27.83,37.41,13.6
Bonaire Sint Eustatius and Saba,BES,2020,21.2,27.37,37.38,14.06
Bonaire Sint Eustatius and Saba,BES,2021,21.2,27.37,37.38,14.06
Bonaire Sint Eustatius and Saba,BES,2022,21.2,27.37,37.38,14.06
Bonaire Sint Eustatius and Saba,BES,2023,21.2,27.37,37.38,14.06
Bosnia and Herzegovina,BIH,1980,7.49,22.98,49.649998,19.88
Bosnia and Herzegovina,BIH,1981,7.49,22.99,49.649998,19.87
Bosnia and Herzegovina,BIH,1982,7.49,22.99,49.649998,19.87
Bosnia and Herzegovina,BIH,1983,7.49,22.98,49.649998,19.88
Bosnia and Herzegovina,BIH,1984,7.48,22.99,49.649998,19.89
Bosnia and Herzegovina,BIH,1985,7.48,22.99,49.649998,19.89
Bosnia and Herzegovina,BIH,1986,7.48,22.98,49.64,19.89
Bosnia and Herzegovina,BIH,1987,7.48,22.98,49.64,19.9
Bosnia and Herzegovina,BIH,1990,7.48,22.98,49.63,19.9
Bosnia and Herzegovina,BIH,2001,8.57,23.22,48.67,19.54
Bosnia and Herzegovina,BIH,2004,8.6,25.099998,48.09,18.21
Bosnia and Herzegovina,BIH,2007,8.07,24.76,48.51,18.66
Bosnia and Herzegovina,BIH,2011,9.75,24.76,47.31,18.19
Bosnia and Herzegovina,BIH,2015,10,24.74,47.03,18.23
Bosnia and Herzegovina,BIH,2022,9.33,24.66,47.5,18.5
Bosnia and Herzegovina,BIH,2023,9.38,24.65,47.48,18.49
Botswana,BWA,1985,24.69,36.210003,30.73,8.37
Botswana,BWA,1993,28.32,37.58,27.43,6.67
Botswana,BWA,2002,28.21,41.33,25.330002,5.14
Botswana,BWA,2009,29.6,37.6,26.339998,6.46
Botswana,BWA,2015,22.66,36.26,32.39,8.69
Botswana,BWA,2022,22.6,36.289997,32.41,8.7
Botswana,BWA,2023,22.67,36.26,32.38,8.69
Brazil,BRA,2001,22.15,36.44,32.2,9.21
Brazil,BRA,2002,22.46,37.11,31.330002,9.09
Brazil,BRA,2003,22.72,36.28,31.59,9.42
Brazil,BRA,2004,22.51,35.47,32.33,9.69
Brazil,BRA,2005,22.94,37.3,30.57,9.18
Brazil,BRA,2006,23.47,36.76,30.36,9.42
Brazil,BRA,2007,23.88,34.760002,31.259998,10.1
Brazil,BRA,2008,23.43,35.66,30.73,10.18
Brazil,BRA,2009,22.28,36.43,30.970001,10.31
Brazil,BRA,2010,23.49,35.99,30.289999,10.23
Brazil,BRA,2011,24.69,35.57,29.589998,10.16
Brazil,BRA,2012,25.42,33.97,30.03,10.57
Brazil,BRA,2013,23.68,34.72,30.83,10.77
Brazil,BRA,2014,24.04,34.66,30.62,10.68
Brazil,BRA,2015,22.77,37.13,29.820002,10.28
Brazil,BRA,2016,21.12,37.84,31.32,9.71
Brazil,BRA,2017,20.9,37.52,31.86,9.72
Brazil,BRA,2018,20.69,37.4,32.15,9.76
Brazil,BRA,2019,20.34,36.719997,32.82,10.13
Brazil,BRA,2022,21.13,38.08,31.66,9.12
Brazil,BRA,2023,21.13,38.08,31.66,9.12
British Virgin Islands,VGB,1980,23.75,32.190002,35.870003,8.19
British Virgin Islands,VGB,1981,23.64,32.29,35.9,8.16
British Virgin Islands,VGB,1982,23.53,32.4,35.94,8.13
British Virgin Islands,VGB,1983,23.42,32.51,35.969997,8.1
British Virgin Islands,VGB,1984,23.31,32.61,36.01,8.07
British Virgin Islands,VGB,1985,23.19,32.73,36.039997,8.03
British Virgin Islands,VGB,1986,23.07,32.85,36.09,8
British Virgin Islands,VGB,1987,22.95,32.960003,36.12,7.96
British Virgin Islands,VGB,1988,22.83,33.08,36.16,7.93
British Virgin Islands,VGB,1989,22.71,33.21,36.210003,7.86
British Virgin Islands,VGB,1990,22.58,33.34,36.26,7.83
British Virgin Islands,VGB,1991,22.57,33.23,36.3,7.89
British Virgin Islands,VGB,1992,22.55,33.149998,36.37,7.93
British Virgin Islands,VGB,1993,22.54,33.059998,36.44,7.97
British Virgin Islands,VGB,1994,22.53,32.969997,36.489998,8
British Virgin Islands,VGB,1995,22.52,32.879997,36.559998,8.04
British Virgin Islands,VGB,1996,22.51,32.8,36.62,8.07
British Virgin Islands,VGB,1997,22.5,32.710003,36.68,8.11
British Virgin Islands,VGB,1998,22.49,32.63,36.73,8.14
British Virgin Islands,VGB,1999,22.48,32.55,36.8,8.18
British Virgin Islands,VGB,2000,22.47,32.47,36.86,8.21
British Virgin Islands,VGB,2001,22.31,32.460003,36.98,8.26
British Virgin Islands,VGB,2002,22.16,32.440002,37.09,8.3
British Virgin Islands,VGB,2003,22.02,32.43,37.22,8.35
British Virgin Islands,VGB,2004,21.89,32.41,37.31,8.39
British Virgin Islands,VGB,2005,21.76,32.4,37.41,8.43
British Virgin Islands,VGB,2006,21.64,32.39,37.5,8.46
British Virgin Islands,VGB,2007,21.53,32.370003,37.6,8.5
British Virgin Islands,VGB,2008,21.42,32.36,37.69,8.53
British Virgin Islands,VGB,2009,21.31,32.350002,37.77,8.57
British Virgin Islands,VGB,2010,21.21,32.34,37.86,8.6
British Virgin Islands,VGB,2011,21.2,31.830002,37.8,9.17
British Virgin Islands,VGB,2012,21.2,31.32,37.75,9.74
British Virgin Islands,VGB,2013,21.2,30.8,37.69,10.3
British Virgin Islands,VGB,2014,21.2,30.3,37.65,10.86
British Virgin Islands,VGB,2015,21.19,29.800001,37.59,11.41
British Virgin Islands,VGB,2016,21.19,29.300001,37.55,11.97
British Virgin Islands,VGB,2017,21.19,28.8,37.49,12.51
British Virgin Islands,VGB,2018,21.18,28.32,37.44,13.06
British Virgin Islands,VGB,2019,21.18,27.83,37.41,13.6
British Virgin Islands,VGB,2020,21.2,27.37,37.38,14.06
British Virgin Islands,VGB,2021,21.2,27.37,37.38,14.06
British Virgin Islands,VGB,2022,21.2,27.37,37.38,14.06
British Virgin Islands,VGB,2023,21.2,27.37,37.38,14.06
Brunei,BRN,2005,12.52,23.47,44.09,19.93
Brunei,BRN,2011,12.81,22.18,42.92,22.09
Brunei,BRN,2016,13.71,22.669998,42.42,21.2
Brunei,BRN,2022,12.78,22.830002,42.85,21.53
Brunei,BRN,2023,12.93,22.8,42.77,21.5
Bulgaria,BGR,1980,8.3,23.91,48.289997,19.51
Bulgaria,BGR,1981,8.3,23.9,48.289997,19.51
Bulgaria,BGR,1982,8.3,23.91,48.289997,19.51
Bulgaria,BGR,1983,8.31,23.9,48.280003,19.51
Bulgaria,BGR,1984,8.33,23.9,48.26,19.5
Bulgaria,BGR,1985,8.3,23.9,48.289997,19.51
Bulgaria,BGR,1986,8.3,23.9,48.289997,19.51
Bulgaria,BGR,1987,8.3,23.91,48.289997,19.51
Bulgaria,BGR,1988,8.3,23.91,48.289997,19.51
Bulgaria,BGR,1989,8.31,23.9,48.289997,19.51
Bulgaria,BGR,1990,8.3,23.91,48.289997,19.51
Bulgaria,BGR,1991,8.31,23.9,48.280003,19.51
Bulgaria,BGR,1992,8.34,23.9,48.26,19.5
Bulgaria,BGR,1993,8.32,23.890001,48.280003,19.51
Bulgaria,BGR,1994,8.32,23.91,48.26,19.51
Bulgaria,BGR,1995,8.32,23.91,48.26,19.5
Bulgaria,BGR,1996,8.63,23.88,48.06,19.43
Bulgaria,BGR,1997,9.11,23.91,47.7,19.28
Bulgaria,BGR,1998,9.46,23.97,47.41,19.16
Bulgaria,BGR,1999,9.79,23.99,47.18,19.03
Bulgaria,BGR,2000,10.09,23.9,46.94,19.07
Bulgaria,BGR,2001,10.41,23.88,46.72,18.99
Bulgaria,BGR,2006,10.71,23.95,46.53,18.8
Bulgaria,BGR,2009,13.04,23.199999,43.43,20.32
Bulgaria,BGR,2010,13.48,23.05,43.73,19.74
Bulgaria,BGR,2011,13.9,22.750002,43.579998,19.77
Bulgaria,BGR,2012,15.43,23.3,42.71,18.57
Bulgaria,BGR,2013,13.65,23.23,43.17,19.95
Bulgaria,BGR,2014,15.05,23.73,42.41,18.8
Bulgaria,BGR,2015,15.09,24.519999,41.960003,18.43
Bulgaria,BGR,2016,17.51,24.69,40.32,17.48
Bulgaria,BGR,2017,20.76,24.18,38.190002,16.87
Bulgaria,BGR,2018,20.3,24.46,38.13,17.12
Bulgaria,BGR,2022,16.72,24.609999,40.34,18.34
Bulgaria,BGR,2023,17.06,24.5,40.18,18.26
Burkina Faso,BFA,1994,21.05,36.32,31.66,10.98
Burkina Faso,BFA,1998,26.27,35.11,28.130001,10.5
Burkina Faso,BFA,2003,22.04,33.88,31.779999,12.3
Burkina Faso,BFA,2009,16.96,32.41,36.17,14.46
Burkina Faso,BFA,2014,14.29,32.120003,37.05,16.53
Burkina Faso,BFA,2022,14.52,32.34,37.52,15.61
Burkina Faso,BFA,2023,14.52,32.34,37.52,15.61
Burundi,BDI,1992,17.44,32.66,36.46,13.43
Burundi,BDI,1998,17.36,32.690002,36.489998,13.45
Burundi,BDI,2006,12.62,31.63,38.350002,17.39
Burundi,BDI,2013,14.55,33.2,37.12,15.14
Burundi,BDI,2022,14.28,32.16,37.97,15.59
Burundi,BDI,2023,14.28,32.16,37.97,15.59
Cambodia,KHM,2010,29.4,27.37,33.26,9.97
Cambodia,KHM,2011,20.11,26.910002,39.32,13.67
Cambodia,KHM,2012,18.63,27.37,39.719997,14.27
Cambodia,KHM,2013,20.73,26.859999,38.16,14.25
Cambodia,KHM,2022,18.76,27.18,40.07,13.99
Cambodia,KHM,2023,19.04,26.97,40.01,13.98
Cameroon,CMR,1996,18.21,35.45,33.87,12.47
Cameroon,CMR,2001,18.92,32.27,35.440002,13.37
Cameroon,CMR,2007,15.5,34.29,37.34,12.88
Cameroon,CMR,2014,15.73,35.93,37.04,11.3
Cameroon,CMR,2022,13.13,34,39.649998,13.22
Cameroon,CMR,2023,13.13,34,39.649998,13.22
Canada,CAN,1921,13.75,35.710003,34.2,16.34
Canada,CAN,1922,11.31,28.73,40.86,19.11
Canada,CAN,1923,10.43,23.67,45.08,20.81
Canada,CAN,1924,10.54,24.22,44.64,20.61
Canada,CAN,1925,9.53,24.11,45.43,20.94
Canada,CAN,1926,10.11,23.96,45.13,20.8
Canada,CAN,1927,10.6,24.19,44.58,20.63
Canada,CAN,1928,11.12,24.51,43.99,20.37
Canada,CAN,1929,11.38,24.81,43.57,20.24
Canada,CAN,1930,11.79,25.81,42.59,19.81
Canada,CAN,1931,12.52,29.960001,39.1,18.42
Canada,CAN,1932,13.64,33.98,35.49,16.89
Canada,CAN,1933,14.11,35.81,33.85,16.23
Canada,CAN,1934,14.11,35.81,33.85,16.23
Canada,CAN,1935,12.99,32.58,36.92,17.51
Canada,CAN,1936,12.99,32.58,36.92,17.51
Canada,CAN,1937,12.24,29.910002,39.309998,18.55
Canada,CAN,1938,14.27,33.55,35.33,16.85
Canada,CAN,1939,12.84,31.42,37.84,17.92
Canada,CAN,1940,11,28.169998,41.530003,19.29
Canada,CAN,1941,9.72,25.310001,44.440002,20.52
Canada,CAN,1942,8.1,21.76,48.100002,22.03
Canada,CAN,1943,7.69,21.93,48.24,22.14
Canada,CAN,1944,7.15,20.86,49.42,22.57
Canada,CAN,1945,7.27,20.67,49.47,22.59
Canada,CAN,1946,7.71,20.61,49.219997,22.46
Canada,CAN,1947,7.91,20.76,48.93,22.4
Canada,CAN,1948,7.45,19.96,49.829998,22.76
Canada,CAN,1949,7.73,21.03,48.86,22.39
Canada,CAN,1950,7.85,20.919998,48.85,22.39
Canada,CAN,1951,7.15,19.84,49.92,23.09
Canada,CAN,1952,7.07,20.15,49.9,22.88
Canada,CAN,1953,7.09,20.85,49.219997,22.84
