Entity,Code,Year,Richest 1%,Next 9%,Middle 40%,Poorest 50%
MENA (WID),,2005,24.65,34.31,30.82,10.22
MENA (WID),,2006,24.54,34.17,30.970001,10.31
MENA (WID),,2007,24.15,33.809998,31.52,10.52
MENA (WID),,2008,24.13,33.32,31.580002,10.97
MENA (WID),,2009,23.91,33.039997,31.84,11.21
MENA (WID),,2010,23.57,33.059998,31.84,11.53
MENA (WID),,2011,23.78,33.26,31.7,11.24
MENA (WID),,2012,24.34,33.149998,31.61,10.91
MENA (WID),,2013,23.83,33.51,31.75,10.91
MENA (WID),,2014,23.65,33.52,31.79,11.04
MENA (WID),,2015,24.28,33.14,31.73,10.86
MENA (WID),,2016,23.5,34.13,31.85,10.52
MENA (WID),,2017,23.49,33.25,32.36,10.88
MENA (WID),,2018,23.85,33.57,31.96,10.62
MENA (WID),,2019,23.4,33.289997,32.64,10.67
MENA (WID),,2020,23.46,33.129997,32.620003,10.78
MENA (WID),,2021,23.28,33.78,32.52,10.42
MENA (WID),,2022,23.93,32.94,32.620003,10.51
MENA (WID),,2023,23.64,33.08,32.59,10.69
Macao,MAC,2022,15.93,27.19,42.87,14
Macao,MAC,2023,14.46,27.810001,43.53,14.21
Madagascar,MDG,1980,21.43,33.469997,33.82,11.28
Madagascar,MDG,1997,14.61,31.830002,38.88,14.67
Madagascar,MDG,1999,11.64,32.84,40.57,14.95
Madagascar,MDG,2001,15.76,37.6,35.55,11.1
Madagascar,MDG,2005,18.33,31.6,35.61,14.47
Madagascar,MDG,2010,18.6,33.309998,34.7,13.38
Madagascar,MDG,2012,15.02,35.24,36.41,13.34
Madagascar,MDG,2022,15.02,35.24,36.41,13.34
Madagascar,MDG,2023,15.02,35.24,36.41,13.34
Malawi,MWI,1997,64.24,15.889999,14.25,5.62
Malawi,MWI,2004,18.83,31.779999,34.99,14.4
Malawi,MWI,2010,21.73,33.3,33.03,11.94
Malawi,MWI,2016,31.06,26.78,29.92,12.24
Malawi,MWI,2022,15.02,32.789997,37.13,15.07
Malawi,MWI,2023,15.02,32.789997,37.13,15.07
Malaysia,MYS,1984,19.98,26.85,37.98,15.2
Malaysia,MYS,1987,19.43,26.519999,38.34,15.71
Malaysia,MYS,1989,18.84,26.42,38.54,16.2
Malaysia,MYS,1992,18.88,26.820002,38.870003,15.44
Malaysia,MYS,1995,19.36,26.97,38.56,15.1
Malaysia,MYS,1997,19.92,27.06,38.23,14.79
Malaysia,MYS,2003,19.16,26.22,39.1,15.52
Malaysia,MYS,2004,17.18,27.46,39.77,15.58
Malaysia,MYS,2005,17.2,27.65,39.64,15.51
Malaysia,MYS,2006,17.54,27.73,39.35,15.38
Malaysia,MYS,2007,18.24,27.689999,38.9,15.18
Malaysia,MYS,2008,17.98,26.94,39.559998,15.53
Malaysia,MYS,2009,18.14,26.050001,40.02,15.8
Malaysia,MYS,2010,18.59,25.51,39.879997,16.03
Malaysia,MYS,2011,16.9,25.64,40.77,16.69
Malaysia,MYS,2012,16.36,25.400002,41.11,17.13
Malaysia,MYS,2013,15.65,25.080002,41.22,18.05
Malaysia,MYS,2014,14.59,24.84,41.52,19.06
Malaysia,MYS,2015,15.36,24.62,41.13,18.88
Malaysia,MYS,2022,14.64,24.83,41.48,19.04
Malaysia,MYS,2023,14.6,24.84,41.5,19.05
Maldives,MDV,2002,36.03,21.59,30.17,12.2
Maldives,MDV,2009,19.3,27.03,38.5,15.16
Maldives,MDV,2016,13.07,25.749998,41.34,19.85
Maldives,MDV,2022,13.18,25.73,41.280003,19.81
Maldives,MDV,2023,12.98,25.81,41.36,19.85
Mali,MLI,1994,21.49,36.62,31.92,9.97
Mali,MLI,2001,13.62,32.52,39.5,14.34
Mali,MLI,2006,12.67,33.66,38.64,15.02
Mali,MLI,2009,9.52,31.05,41.68,17.75
Mali,MLI,2022,11.93,32.3,39.36,16.41
Mali,MLI,2023,11.93,32.3,39.36,16.41
Malta,MLT,1980,7.29,21.46,47.63,23.63
Malta,MLT,1981,7.29,21.46,47.63,23.63
Malta,MLT,1982,7.29,21.46,47.63,23.63
Malta,MLT,1983,7.29,21.46,47.63,23.63
Malta,MLT,1984,7.29,21.46,47.63,23.63
Malta,MLT,1985,7.29,21.46,47.63,23.63
Malta,MLT,1986,7.29,21.46,47.63,23.63
Malta,MLT,1987,7.29,21.46,47.63,23.63
Malta,MLT,1988,7.29,21.46,47.63,23.63
Malta,MLT,1989,7.29,21.46,47.63,23.63
Malta,MLT,1990,7.29,21.46,47.63,23.63
Malta,MLT,1991,7.29,21.46,47.63,23.63
Malta,MLT,1992,7.29,21.46,47.63,23.63
Malta,MLT,1993,7.29,21.46,47.63,23.63
Malta,MLT,1994,7.29,21.46,47.63,23.63
Malta,MLT,1995,7.29,21.46,47.63,23.63
Malta,MLT,1996,7.29,21.46,47.63,23.63
Malta,MLT,1997,7.29,21.46,47.63,23.63
Malta,MLT,1998,7.29,21.46,47.63,23.63
Malta,MLT,1999,7.29,21.46,47.63,23.63
Malta,MLT,2000,7.29,21.46,47.63,23.63
Malta,MLT,2001,7.29,21.46,47.63,23.63
Malta,MLT,2002,7.29,21.46,47.63,23.63
Malta,MLT,2003,7.29,21.46,47.63,23.63
Malta,MLT,2004,7.29,21.46,47.63,23.63
Malta,MLT,2005,7.29,21.46,47.63,23.63
Malta,MLT,2006,7.29,21.46,47.63,23.63
Malta,MLT,2007,6.62,22.19,48.100002,23.1
Malta,MLT,2008,7.37,22.01,46.75,23.87
Malta,MLT,2009,8.42,22.750002,46.2,22.63
Malta,MLT,2010,8.2,21.9,47.06,22.84
Malta,MLT,2011,9.57,21.99,45.809998,22.63
Malta,MLT,2012,10.18,22.32,45.43,22.07
Malta,MLT,2013,10.5,22.55,45,21.94
Malta,MLT,2014,10.46,22.88,44.86,21.8
Malta,MLT,2015,10.72,23.710001,44.350002,21.21
Malta,MLT,2016,10.54,23.199999,45.85,20.41
Malta,MLT,2017,11.18,23.66,45.2,19.97
Malta,MLT,2022,8.88,22.56,46.36,22.2
Malta,MLT,2023,8.87,22.56,46.36,22.2
Marshall Islands,MHL,1980,8.81,26.359999,43.239998,21.6
Marshall Islands,MHL,1981,8.95,26.31,43.18,21.56
Marshall Islands,MHL,1982,9.1,26.249998,43.14,21.51
Marshall Islands,MHL,1983,9.25,26.199999,43.079998,21.47
Marshall Islands,MHL,1984,9.4,26.140001,43.04,21.43
Marshall Islands,MHL,1985,9.55,26.089998,42.98,21.38
Marshall Islands,MHL,1986,9.71,26.03,42.92,21.33
Marshall Islands,MHL,1987,9.87,25.97,42.87,21.29
Marshall Islands,MHL,1988,10.03,25.92,42.809998,21.24
Marshall Islands,MHL,1989,10.2,25.85,42.76,21.19
Marshall Islands,MHL,1990,10.37,25.79,42.69,21.14
Marshall Islands,MHL,1991,10.65,25.82,42.39,21.14
Marshall Islands,MHL,1992,10.91,25.87,42.1,21.13
Marshall Islands,MHL,1993,11.17,25.9,41.79,21.13
Marshall Islands,MHL,1994,11.42,25.929998,41.52,21.12
Marshall Islands,MHL,1995,11.66,25.97,41.260002,21.12
Marshall Islands,MHL,1996,11.89,25.999998,40.99,21.12
Marshall Islands,MHL,1997,12.12,26.03,40.73,21.11
Marshall Islands,MHL,1998,12.34,26.06,40.49,21.11
Marshall Islands,MHL,1999,12.55,26.089998,40.239998,21.11
Marshall Islands,MHL,2000,12.76,26.12,40.02,21.1
Marshall Islands,MHL,2001,13.14,26.62,39.6,20.65
Marshall Islands,MHL,2002,13.51,27.1,39.19,20.2
Marshall Islands,MHL,2003,13.88,27.57,38.789997,19.76
Marshall Islands,MHL,2004,14.23,28.04,38.4,19.33
Marshall Islands,MHL,2005,14.58,28.490002,38.02,18.92
Marshall Islands,MHL,2006,14.92,28.929998,37.65,18.51
Marshall Islands,MHL,2007,15.25,29.37,37.27,18.11
Marshall Islands,MHL,2008,15.57,29.789999,36.91,17.72
Marshall Islands,MHL,2009,15.89,30.199999,36.57,17.34
Marshall Islands,MHL,2010,16.2,30.61,36.219997,16.97
Marshall Islands,MHL,2011,16.18,30.83,36.129997,16.86
Marshall Islands,MHL,2012,16.16,31.029999,36.039997,16.76
Marshall Islands,MHL,2013,16.14,31.23,35.95,16.67
Marshall Islands,MHL,2014,16.12,31.42,35.89,16.58
Marshall Islands,MHL,2015,16.11,31.59,35.789997,16.5
Marshall Islands,MHL,2016,16.09,31.77,35.73,16.42
Marshall Islands,MHL,2017,16.07,31.93,35.66,16.34
Marshall Islands,MHL,2018,16.06,32.09,35.600002,16.26
Marshall Islands,MHL,2019,16.05,32.23,35.530003,16.19
Marshall Islands,MHL,2020,16.03,32.38,35.460003,16.12
Marshall Islands,MHL,2021,16.03,32.38,35.460003,16.12
Marshall Islands,MHL,2022,16.03,32.38,35.460003,16.12
Marshall Islands,MHL,2023,16.03,32.38,35.460003,16.12
Mauritania,MRT,1987,12.75,35.08,39.5,12.67
Mauritania,MRT,1993,12.42,32.8,39.96,14.82
Mauritania,MRT,1995,12.41,31.999998,40.07,15.52
Mauritania,MRT,2000,11,34.09,40.05,14.85
Mauritania,MRT,2004,16.73,33.26,35.63,14.38
Mauritania,MRT,2008,10.12,30.84,42.68,16.35
Mauritania,MRT,2014,10.59,29.28,42.09,18.03
Mauritania,MRT,2022,9.8,29.49,42.32,18.39
Mauritania,MRT,2023,9.8,29.49,42.32,18.39
Mauritius,MUS,2006,13.59,31.52,38.4,16.48
Mauritius,MUS,2012,16.88,32.16,35.8,15.16
Mauritius,MUS,2017,15.81,31.02,37.21,15.96
Mauritius,MUS,2022,15.76,31.029999,37.23,15.97
Mauritius,MUS,2023,15.73,31.04,37.25,15.98
Mexico,MEX,2001,11.69,43.11,38.960003,6.24
Mexico,MEX,2002,11.69,43.11,38.960003,6.24
Mexico,MEX,2003,14.68,42.739998,36.57,6.01
Mexico,MEX,2004,17.67,42.36,34.19,5.78
Mexico,MEX,2005,16.09,43.63,34.4,5.89
Mexico,MEX,2006,14.51,44.89,34.6,6
Mexico,MEX,2007,18.05,44.21,32.120003,5.62
Mexico,MEX,2008,21.6,43.51,29.640001,5.25
Mexico,MEX,2009,23.43,40.32,30.79,5.46
Mexico,MEX,2010,25.26,37.13,31.96,5.67
Mexico,MEX,2011,26.34,36.92,31.21,5.53
Mexico,MEX,2012,27.41,36.73,30.47,5.38
Mexico,MEX,2013,28.19,35.59,30.71,5.51
Mexico,MEX,2014,28.98,34.45,30.95,5.63
Mexico,MEX,2015,26.81,36.55,30.759998,5.88
Mexico,MEX,2016,24.64,38.66,30.57,6.14
Mexico,MEX,2017,27.13,37.53,29.24,6.1
Mexico,MEX,2018,29.63,36.399998,27.91,6.07
Mexico,MEX,2019,27.62,37.03,29.19,6.16
Mexico,MEX,2022,21.58,38.05,32.81,7.56
Mexico,MEX,2023,21.58,38.05,32.81,7.56
Micronesia (country),FSM,1980,8.81,26.359999,43.239998,21.6
Micronesia (country),FSM,1981,8.95,26.31,43.18,21.56
Micronesia (country),FSM,1982,9.1,26.249998,43.14,21.51
Micronesia (country),FSM,1983,9.25,26.199999,43.079998,21.47
Micronesia (country),FSM,1984,9.4,26.140001,43.04,21.43
Micronesia (country),FSM,1985,9.55,26.089998,42.98,21.38
Micronesia (country),FSM,1986,9.71,26.03,42.92,21.33
Micronesia (country),FSM,1987,9.87,25.97,42.87,21.29
Micronesia (country),FSM,1988,10.03,25.92,42.809998,21.24
Micronesia (country),FSM,1989,10.2,25.85,42.76,21.19
Micronesia (country),FSM,1990,10.37,25.79,42.69,21.14
Micronesia (country),FSM,1991,10.65,25.82,42.39,21.14
Micronesia (country),FSM,1992,10.91,25.87,42.1,21.13
Micronesia (country),FSM,1993,11.17,25.9,41.79,21.13
Micronesia (country),FSM,1994,11.42,25.929998,41.52,21.12
Micronesia (country),FSM,1995,11.66,25.97,41.260002,21.12
Micronesia (country),FSM,1996,11.89,25.999998,40.99,21.12
Micronesia (country),FSM,1997,12.12,26.03,40.73,21.11
Micronesia (country),FSM,1998,12.34,26.06,40.49,21.11
Micronesia (country),FSM,1999,12.55,26.089998,40.239998,21.11
Micronesia (country),FSM,2000,12.76,26.12,40.02,21.1
Micronesia (country),FSM,2001,13.14,26.62,39.6,20.65
Micronesia (country),FSM,2002,13.51,27.1,39.19,20.2
Micronesia (country),FSM,2003,13.88,27.57,38.789997,19.76
Micronesia (country),FSM,2004,14.23,28.04,38.4,19.33
Micronesia (country),FSM,2005,14.58,28.490002,38.02,18.92
Micronesia (country),FSM,2006,14.92,28.929998,37.65,18.51
Micronesia (country),FSM,2007,15.25,29.37,37.27,18.11
Micronesia (country),FSM,2008,15.57,29.789999,36.91,17.72
Micronesia (country),FSM,2009,15.89,30.199999,36.57,17.34
Micronesia (country),FSM,2010,16.2,30.61,36.219997,16.97
Micronesia (country),FSM,2011,16.18,30.83,36.129997,16.86
Micronesia (country),FSM,2012,16.16,31.029999,36.039997,16.76
Micronesia (country),FSM,2013,16.14,31.23,35.95,16.67
Micronesia (country),FSM,2014,16.12,31.42,35.89,16.58
Micronesia (country),FSM,2015,16.11,31.59,35.789997,16.5
Micronesia (country),FSM,2016,16.09,31.77,35.73,16.42
Micronesia (country),FSM,2017,16.07,31.93,35.66,16.34
Micronesia (country),FSM,2018,16.06,32.09,35.600002,16.26
Micronesia (country),FSM,2019,16.05,32.23,35.530003,16.19
Micronesia (country),FSM,2020,16.03,32.38,35.460003,16.12
Micronesia (country),FSM,2021,16.03,32.38,35.460003,16.12
Micronesia (country),FSM,2022,16.03,32.38,35.460003,16.12
Micronesia (country),FSM,2023,16.03,32.38,35.460003,16.12
Middle Africa (WID),,1980,22.67,36.8,31.51,9.03
Middle Africa (WID),,1981,22.66,35.7,32.41,9.24
Middle Africa (WID),,1982,22.84,35.63,32.38,9.16
Middle Africa (WID),,1983,23.09,35.59,32.210003,9.11
Middle Africa (WID),,1984,23.35,35.23,32.36,9.06
Middle Africa (WID),,1985,22.99,36.68,31.45,8.88
Middle Africa (WID),,1986,22.08,35.86,32.63,9.44
Middle Africa (WID),,1987,22.99,34.88,32.67,9.46
Middle Africa (WID),,1988,22.52,35.15,32.86,9.47
Middle Africa (WID),,1989,22.79,35.370003,32.42,9.43
Middle Africa (WID),,1990,23.46,35.72,31.720001,9.11
Middle Africa (WID),,1991,24.96,34.79,31.580002,8.67
Middle Africa (WID),,1992,24.85,34.99,31.59,8.58
Middle Africa (WID),,1993,24.9,35.55,30.9,8.64
Middle Africa (WID),,1994,24.94,35.7,30.96,8.41
Middle Africa (WID),,1995,25.32,36.01,30.83,7.84
Middle Africa (WID),,1996,26.05,35.420002,30.47,8.05
Middle Africa (WID),,1997,26.72,35.95,30.109999,7.23
Middle Africa (WID),,1998,26.55,36.2,30.15,7.1
Middle Africa (WID),,1999,27,35.77,30.06,7.17
Middle Africa (WID),,2000,27.27,35.72,30.250002,6.76
Middle Africa (WID),,2001,27.27,36.26,29.97,6.5
Middle Africa (WID),,2002,27.67,36.2,29.859999,6.26
Middle Africa (WID),,2003,26.64,36.71,30.289999,6.37
Middle Africa (WID),,2004,26.12,36.539997,30.87,6.46
Middle Africa (WID),,2005,25.59,36.97,31,6.44
Middle Africa (WID),,2006,24.87,37.05,31.52,6.55
Middle Africa (WID),,2007,24.56,37.25,31.740002,6.46
Middle Africa (WID),,2008,24.44,37.64,31.54,6.38
Middle Africa (WID),,2009,24.67,37.5,31.63,6.21
Middle Africa (WID),,2010,24.6,37.059998,32.010002,6.32
Middle Africa (WID),,2011,25,36.91,31.67,6.41
Middle Africa (WID),,2012,25.52,36.88,31.259998,6.34
Middle Africa (WID),,2013,25.78,36.82,31.220001,6.18
Middle Africa (WID),,2014,26.28,36.149998,31.060001,6.5
Middle Africa (WID),,2015,25.69,36.23,31.400002,6.68
Middle Africa (WID),,2016,25.62,35.8,31.66,6.93
Middle Africa (WID),,2017,25.58,35.65,31.75,7.02
Middle Africa (WID),,2018,25.44,35.38,31.96,7.22
Middle Africa (WID),,2019,24.64,35.75,32.2,7.43
Middle Africa (WID),,2020,24.39,35.8,32.23,7.57
Middle Africa (WID),,2021,24.38,35.620003,32.350002,7.64
Middle Africa (WID),,2022,23.75,35.7,32.67,7.88
Middle Africa (WID),,2023,23.54,35.65,32.76,8.05
Middle East (WID),,1980,38.39,35.86,19.96,5.78
Middle East (WID),,1981,37.9,35.350002,20.6,6.15
Middle East (WID),,1982,33.73,34.44,23.810001,8.01
Middle East (WID),,1983,32.6,35.09,24.45,7.86
Middle East (WID),,1984,30.41,34.31,26.17,9.11
Middle East (WID),,1985,30.28,35.13,26.019999,8.56
Middle East (WID),,1986,30.32,34.55,26.13,9
Middle East (WID),,1987,30.28,33.82,26.660002,9.24
Middle East (WID),,1988,31.52,33.809998,26.230001,8.43
Middle East (WID),,1989,29.17,34.31,27.08,9.44
Middle East (WID),,1990,29.32,33.82,27.21,9.64
Middle East (WID),,1991,31.71,34.14,25.81,8.34
Middle East (WID),,1992,31.01,34.2,26.210001,8.58
Middle East (WID),,1993,28.4,34.21,27.53,9.85
Middle East (WID),,1994,28.02,34,27.919998,10.06
Middle East (WID),,1995,27.9,34.24,27.970001,9.9
Middle East (WID),,1996,27.56,34.16,28.169998,10.11
Middle East (WID),,1997,27.56,33.96,28.29,10.17
Middle East (WID),,1998,26.67,35.420002,28,9.92
Middle East (WID),,1999,26.35,35.06,28.61,9.97
Middle East (WID),,2000,26.53,34.63,28.87,9.98
Middle East (WID),,2001,25.91,34.72,29.210001,10.17
Middle East (WID),,2002,25.35,34.96,29.38,10.31
Middle East (WID),,2003,25.88,34.53,29.480001,10.11
Middle East (WID),,2004,25.64,34.670002,29.51,10.18
Middle East (WID),,2005,24.97,34.61,30.109999,10.31
Middle East (WID),,2006,25.03,34.3,30.230001,10.44
Middle East (WID),,2007,24.43,33.91,30.9,10.76
Middle East (WID),,2008,24.49,33.69,30.689999,11.13
Middle East (WID),,2009,24.42,33.23,31,11.35
Middle East (WID),,2010,24.13,33.289997,30.95,11.62
Middle East (WID),,2011,24,33.66,31.09,11.25
Middle East (WID),,2012,24.23,33.649998,31.150002,10.98
Middle East (WID),,2013,23.63,33.86,31.43,11.09
Middle East (WID),,2014,23.58,33.719997,31.57,11.14
Middle East (WID),,2015,24.22,33.35,31.6,10.83
Middle East (WID),,2016,23.14,34.41,31.999998,10.44
Middle East (WID),,2017,23.68,33.16,32.18,10.98
Middle East (WID),,2018,23.71,33.59,32.030003,10.68
Middle East (WID),,2019,23.27,33.37,32.66,10.7
Middle East (WID),,2020,22.89,33.399998,32.68,11.04
Middle East (WID),,2021,22.91,33.88,32.620003,10.59
Middle East (WID),,2022,23.64,33.03,32.5,10.83
Middle East (WID),,2023,23.53,32.84,32.58,11.06
Moldova,MDA,1988,5.87,19.949999,48.34,25.83
Moldova,MDA,1993,9.65,25.400002,47.11,17.84
Moldova,MDA,1998,8.95,25.97,48.57,16.52
Moldova,MDA,1999,8.84,25.86,48.69,16.62
Moldova,MDA,2000,8.78,25.71,48.57,16.93
Moldova,MDA,2001,8.66,25.98,48.719997,16.64
Moldova,MDA,2002,9.06,25.7,48.51,16.73
Moldova,MDA,2003,9.42,25.66,48.18,16.73
Moldova,MDA,2004,9.43,25.740002,48.100002,16.73
Moldova,MDA,2005,9.84,25.749998,47.870003,16.53
Moldova,MDA,2006,10.22,25.69,47.670002,16.43
Moldova,MDA,2007,10.42,25.68,47.22,16.68
Moldova,MDA,2008,10.84,25.400002,47.14,16.62
Moldova,MDA,2009,10.61,25.52,46.98,16.89
Moldova,MDA,2010,10.45,25.080002,47.29,17.18
Moldova,MDA,2011,10.67,24.5,47.31,17.52
Moldova,MDA,2012,10.5,24.250002,47.43,17.83
Moldova,MDA,2013,10.08,24.21,47.620003,18.09
Moldova,MDA,2014,10.15,23.9,47.5,18.45
Moldova,MDA,2015,10.18,23.74,47.57,18.51
Moldova,MDA,2016,9.88,23.44,47.690002,18.99
Moldova,MDA,2017,10.59,23.17,47.32,18.94
Moldova,MDA,2018,10.3,23.5,47.29,18.91
Moldova,MDA,2022,10.73,23.45,47.02,18.81
Moldova,MDA,2023,10.68,23.46,47.04,18.82
Monaco,MCO,1980,9.08,23.14,47.32,20.46
Monaco,MCO,1981,9.05,23.17,47.33,20.45
Monaco,MCO,1982,9.02,23.16,47.510002,20.32
Monaco,MCO,1983,9.13,23.17,47.19,20.51
Monaco,MCO,1984,9.34,23.32,47.03,20.31
Monaco,MCO,1985,9.37,23.5,47.24,19.89
Monaco,MCO,1986,9.34,23.18,47.3,20.17
Monaco,MCO,1987,9.27,23.23,47.19,20.31
Monaco,MCO,1988,9.33,23.109999,46.74,20.82
Monaco,MCO,1989,9.43,23.17,46.69,20.71
Monaco,MCO,1990,9.22,23.28,46.56,20.93
Monaco,MCO,1991,9.14,23.16,46.64,21.05
Monaco,MCO,1992,9.51,23.69,46.239998,20.55
Monaco,MCO,1993,9.63,23.82,46.67,19.88
Monaco,MCO,1994,10.07,24.1,46.45,19.37
Monaco,MCO,1995,9.75,24.11,46.59,19.56
Monaco,MCO,1996,10.08,23.95,46.44,19.53
Monaco,MCO,1997,10.68,24.13,45.989998,19.19
Monaco,MCO,1998,10.81,24.14,45.789997,19.26
Monaco,MCO,1999,10.88,24.11,45.76,19.24
Monaco,MCO,2000,11.3,24.27,45.52,18.92
Monaco,MCO,2001,10.86,24.250002,45.96,18.93
Monaco,MCO,2002,10.5,24.11,46.2,19.19
Monaco,MCO,2003,10.75,24.01,46.37,18.87
Monaco,MCO,2004,11.16,23.88,46.88,18.08
Monaco,MCO,2005,11.34,23.94,46.399998,18.32
Monaco,MCO,2006,12,23.980001,45.87,18.16
Monaco,MCO,2007,11.98,24.089998,45.52,18.4
Monaco,MCO,2008,10.78,23.46,46.6,19.16
Monaco,MCO,2009,9.88,23.6,47.02,19.5
Monaco,MCO,2010,10.93,24.21,46.43,18.43
Monaco,MCO,2011,10.88,24.18,46.62,18.33
Monaco,MCO,2012,10.25,24.150002,47.170002,18.44
Monaco,MCO,2013,10.4,24.23,47.170002,18.19
Monaco,MCO,2014,10.85,24.240002,46.85,18.06
Monaco,MCO,2015,10.66,24.330002,46.92,18.09
Monaco,MCO,2016,10.77,24.36,46.69,18.19
Monaco,MCO,2017,10.78,24.5,46.41,18.32
Monaco,MCO,2018,10.83,24.42,46.27,18.49
Monaco,MCO,2019,10.49,24.529999,46.309998,18.68
Monaco,MCO,2020,10.58,24.28,46.54,18.6
Monaco,MCO,2021,11.4,24.13,46.03,18.44
Monaco,MCO,2022,11.5,24.169998,45.85,18.49
Monaco,MCO,2023,11.5,24.169998,45.85,18.49
Mongolia,MNG,1995,14.93,27.46,42.6,15
Mongolia,MNG,1998,15.11,28.060001,41.36,15.47
Mongolia,MNG,2002,16.53,28.009998,41.08,14.38
Mongolia,MNG,2007,16.27,31.740002,37.93,14.06
Mongolia,MNG,2011,16.68,27.939999,39.899998,15.48
Mongolia,MNG,2012,18.16,27.19,40.32,14.33
Mongolia,MNG,2013,16.86,26.699999,40.95,15.49
Mongolia,MNG,2014,17.48,26.640001,40.6,15.28
Mongolia,MNG,2015,16.27,28.54,39.59,15.61
Mongolia,MNG,2016,16.37,27.74,40.09,15.81
Mongolia,MNG,2017,17.22,26.19,40.57,16.02
Mongolia,MNG,2022,18.88,25.7,39.68,15.74
Mongolia,MNG,2023,16.06,26.339998,41.25,16.36
Montenegro,MNE,1980,7.06,24.12,49.219997,19.61
Montenegro,MNE,1981,7.07,24.11,49.219997,19.6
Montenegro,MNE,1982,7.07,24.11,49.21,19.6
Montenegro,MNE,1983,7.06,24.12,49.219997,19.61
Montenegro,MNE,1984,7.06,24.11,49.21,19.62
Montenegro,MNE,1985,7.06,24.11,49.21,19.62
Montenegro,MNE,1986,7.06,24.1,49.219997,19.62
Montenegro,MNE,1987,7.06,24.1,49.21,19.63
Montenegro,MNE,1988,7.06,24.1,49.21,19.63
Montenegro,MNE,1989,7.06,24.1,49.21,19.63
Montenegro,MNE,2001,8.12,24.339998,48.289997,19.25
Montenegro,MNE,2006,8.23,24.160002,48.35,19.27
Montenegro,MNE,2007,7.89,24.08,48.52,19.51
Montenegro,MNE,2008,8.1,24.259998,48.07,19.57
Montenegro,MNE,2009,8.49,23.980001,48.32,19.22
Montenegro,MNE,2010,8.79,24.1,47.780003,19.34
Montenegro,MNE,2011,9.23,24.250002,47.08,19.45
Montenegro,MNE,2012,9.95,25.68,47.920002,16.45
Montenegro,MNE,2013,9.57,25.63,47.82,16.98
Montenegro,MNE,2014,9.21,25.43,48.31,17.04
Montenegro,MNE,2015,10.66,26.13,47.72,15.5
Montenegro,MNE,2016,10.45,26.089998,47.09,16.36
Montenegro,MNE,2017,10.6,26.08,46.99,16.32
Montenegro,MNE,2022,9.89,26.019999,47.54,16.56
Montenegro,MNE,2023,9.93,26.01,47.510002,16.55
Montserrat,MSR,1980,23.75,32.190002,35.870003,8.19
Montserrat,MSR,1981,23.64,32.29,35.9,8.16
Montserrat,MSR,1982,23.53,32.4,35.94,8.13
Montserrat,MSR,1983,23.42,32.51,35.969997,8.1
Montserrat,MSR,1984,23.31,32.61,36.01,8.07
Montserrat,MSR,1985,23.19,32.73,36.039997,8.03
Montserrat,MSR,1986,23.07,32.85,36.09,8
Montserrat,MSR,1987,22.95,32.960003,36.12,7.96
Montserrat,MSR,1988,22.83,33.08,36.16,7.93
Montserrat,MSR,1989,22.71,33.21,36.210003,7.86
Montserrat,MSR,1990,22.58,33.34,36.26,7.83
Montserrat,MSR,1991,22.57,33.23,36.3,7.89
Montserrat,MSR,1992,22.55,33.149998,36.37,7.93
Montserrat,MSR,1993,22.54,33.059998,36.44,7.97
Montserrat,MSR,1994,22.53,32.969997,36.489998,8
Montserrat,MSR,1995,22.52,32.879997,36.559998,8.04
Montserrat,MSR,1996,22.51,32.8,36.62,8.07
Montserrat,MSR,1997,22.5,32.710003,36.68,8.11
Montserrat,MSR,1998,22.49,32.63,36.73,8.14
Montserrat,MSR,1999,22.48,32.55,36.8,8.18
Montserrat,MSR,2000,22.47,32.47,36.86,8.21
Montserrat,MSR,2001,22.31,32.460003,36.98,8.26
Montserrat,MSR,2002,22.16,32.440002,37.09,8.3
Montserrat,MSR,2003,22.02,32.43,37.22,8.35
Montserrat,MSR,2004,21.89,32.41,37.31,8.39
Montserrat,MSR,2005,21.76,32.4,37.41,8.43
Montserrat,MSR,2006,21.64,32.39,37.5,8.46
Montserrat,MSR,2007,21.53,32.370003,37.6,8.5
Montserrat,MSR,2008,21.42,32.36,37.69,8.53
Montserrat,MSR,2009,21.31,32.350002,37.77,8.57
Montserrat,MSR,2010,21.21,32.34,37.86,8.6
Montserrat,MSR,2011,21.2,31.830002,37.8,9.17
Montserrat,MSR,2012,21.2,31.32,37.75,9.74
Montserrat,MSR,2013,21.2,30.8,37.69,10.3
Montserrat,MSR,2014,21.2,30.3,37.65,10.86
Montserrat,MSR,2015,21.19,29.800001,37.59,11.41
Montserrat,MSR,2016,21.19,29.300001,37.55,11.97
Montserrat,MSR,2017,21.19,28.8,37.49,12.51
Montserrat,MSR,2018,21.18,28.32,37.44,13.06
Montserrat,MSR,2019,21.18,27.83,37.41,13.6
Montserrat,MSR,2020,21.2,27.37,37.38,14.06
Montserrat,MSR,2021,21.2,27.37,37.38,14.06
Montserrat,MSR,2022,21.2,27.37,37.38,14.06
Montserrat,MSR,2023,21.2,27.37,37.38,14.06
Morocco,MAR,1984,13.27,34.36,36.899998,15.46
Morocco,MAR,2000,13.25,34.36,36.93,15.47
Morocco,MAR,2006,13.44,34.29,36.84,15.43
Morocco,MAR,2013,13.32,34.34,36.89,15.45
Morocco,MAR,2022,13.33,34.33,36.88,15.45
Morocco,MAR,2023,13.23,34.37,36.93,15.47
Mozambique,MOZ,1996,23.99,37.61,29.49,8.91
